"","X16.cell","late.blastocyst","late.blastocyst.1","X8.cell","early.blastocyst","X16.cell.1","mid.2.cell","X8.cell.1","mid.blastocyst","late.blastocyst.2","early.2.cell","mid.blastocyst.1","early.blastocyst.1","mid.blastocyst.2","mid.blastocyst.3","mid.blastocyst.4","early.2.cell.1","X16.cell.2","X8.cell.2","early.blastocyst.2","early.blastocyst.3","mid.blastocyst.5","mid.blastocyst.6","late.2.cell","mid.blastocyst.7","late.blastocyst.3","X4.cell","early.blastocyst.4","X16.cell.3","mid.blastocyst.8","late.blastocyst.4","early.blastocyst.5","mid.blastocyst.9","X4.cell.1","X16.cell.4","X8.cell.3","X8.cell.4","mid.blastocyst.10","X16.cell.5","X8.cell.5","X8.cell.6","early.blastocyst.6","mid.blastocyst.11","X16.cell.6","X8.cell.7","early.blastocyst.7","early.2.cell.2","X4.cell.2","early.blastocyst.8","early.2.cell.3","X16.cell.7","early.blastocyst.9","mid.blastocyst.12","X4.cell.3","late.2.cell.1","early.blastocyst.10","X16.cell.8","mid.2.cell.1","mid.blastocyst.13","X4.cell.4","X4.cell.5","mid.blastocyst.14","early.blastocyst.11","X8.cell.8","late.blastocyst.5","mid.blastocyst.15","zygote","early.blastocyst.12","early.blastocyst.13","mid.blastocyst.16","X16.cell.9","mid.blastocyst.17","early.blastocyst.14","mid.blastocyst.18","mid.blastocyst.19","mid.blastocyst.20","X16.cell.10","mid.2.cell.2","X16.cell.11","mid.blastocyst.21","X16.cell.12","late.blastocyst.6","X16.cell.13","X16.cell.14","X8.cell.9","X8.cell.10","X16.cell.15","mid.blastocyst.22","early.blastocyst.15","early.blastocyst.16","late.blastocyst.7","mid.blastocyst.23","mid.2.cell.3","X16.cell.16","late.blastocyst.8","X8.cell.11","late.blastocyst.9","late.blastocyst.10","mid.blastocyst.24","X16.cell.17","early.blastocyst.17","early.2.cell.4","X8.cell.12","early.blastocyst.18","X16.cell.18","late.2.cell.2","mid.2.cell.4","X8.cell.13","early.2.cell.5","mid.2.cell.5","X16.cell.19","X16.cell.20","late.blastocyst.11","X8.cell.14","X16.cell.21","mid.blastocyst.25","early.blastocyst.19","mid.blastocyst.26","X8.cell.15","X16.cell.22","late.2.cell.3","X16.cell.23","mid.2.cell.6","X8.cell.16","early.blastocyst.20","late.blastocyst.12","mid.blastocyst.27","X16.cell.24","late.blastocyst.13","late.blastocyst.14","X8.cell.17","X4.cell.6","X16.cell.25","late.blastocyst.15","X16.cell.26","X4.cell.7","X8.cell.18","X8.cell.19","mid.blastocyst.28","X8.cell.20","early.blastocyst.21","X8.cell.21","X8.cell.22","X16.cell.27","X8.cell.23","X8.cell.24","X16.cell.28","mid.blastocyst.29","X8.cell.25","late.blastocyst.16","late.blastocyst.17","mid.blastocyst.30","late.2.cell.4","X8.cell.26","X16.cell.29","X16.cell.30","early.blastocyst.22","zygote.1","mid.blastocyst.31","mid.blastocyst.32","mid.blastocyst.33","late.2.cell.5","X8.cell.27","mid.blastocyst.34","mid.blastocyst.35","X16.cell.31","X8.cell.28","X16.cell.32","X8.cell.29","X8.cell.30","X8.cell.31","X16.cell.33","late.blastocyst.18","X16.cell.34","X16.cell.35","X16.cell.36","X4.cell.8","early.blastocyst.23","mid.blastocyst.36","X16.cell.37","X16.cell.38","X4.cell.9","X8.cell.32","early.blastocyst.24","mid.blastocyst.37","X8.cell.33","X16.cell.39","X16.cell.40","early.blastocyst.25","X8.cell.34","mid.blastocyst.38","mid.blastocyst.39","mid.2.cell.7","zygote.2","mid.blastocyst.40","mid.blastocyst.41","late.blastocyst.19","X16.cell.41","mid.blastocyst.42","mid.2.cell.8","late.blastocyst.20","late.blastocyst.21","early.blastocyst.26","early.blastocyst.27","early.blastocyst.28","mid.blastocyst.43","X16.cell.42","mid.blastocyst.44","mid.blastocyst.45","mid.blastocyst.46","zygote.3","early.blastocyst.29","mid.blastocyst.47","late.blastocyst.22","late.blastocyst.23","early.2.cell.6","late.2.cell.6","X8.cell.35","X16.cell.43","X8.cell.36","early.blastocyst.30","X8.cell.37","late.2.cell.7","mid.2.cell.9","late.blastocyst.24","mid.blastocyst.48","X4.cell.10","X16.cell.44","mid.blastocyst.49","mid.blastocyst.50","early.blastocyst.31","late.blastocyst.25","mid.blastocyst.51","mid.blastocyst.52","early.blastocyst.32","X16.cell.45","mid.blastocyst.53","X16.cell.46","mid.2.cell.10","late.blastocyst.26","early.blastocyst.33","X4.cell.11","early.blastocyst.34","X8.cell.38","X16.cell.47","X16.cell.48","X8.cell.39","X16.cell.49","late.2.cell.8","X4.cell.12","X16.cell.50","mid.blastocyst.54","X8.cell.40","X4.cell.13","late.blastocyst.27","early.blastocyst.35","mid.blastocyst.55","mid.2.cell.11","mid.blastocyst.56","X16.cell.51","X16.cell.52","early.blastocyst.36","mid.blastocyst.57","early.blastocyst.37","X8.cell.41","early.blastocyst.38","X8.cell.42","X16.cell.53","X8.cell.43","X16.cell.54","X16.cell.55","X8.cell.44","early.blastocyst.39","mid.blastocyst.58","mid.blastocyst.59","late.blastocyst.28","X8.cell.45","early.2.cell.7","X16.cell.56","X16.cell.57","early.blastocyst.40","late.blastocyst.29","early.blastocyst.41","early.blastocyst.42","late.2.cell.9","X8.cell.46"
"Bmp2k",0,19,0,0,0,0,1133,0,0,0,6197,0,0,0,0,0,4543,0,0,13,0,0,4,4155,0,0,1,4,0,0,0,0,0,26,0,8,0,9,0,1,23,0,2,0,1,0,3697,0,0,3069,0,0,1,1,4863,0,3,1442,0,4,5,0,0,0,0,352,6682,0,0,0,0,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,2549,15,1,0,1452,443,0,5055,584,0,0,0,0,0,0,21,0,0,0,4173,0,698,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,183,0,0,0,0,7,3,0,0,0,0,0,0,3646,0,0,0,0,6820,0,0,0,4964,1,0,8,0,165,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1012,112,0,0,1,0,0,0,3,0,0,1452,4204,453,0,0,0,0,1351,0,0,0,78,0,0,0,0,0,0,7671,0,0,0,0,2486,1823,0,0,665,0,0,4850,1482,0,0,2,42,0,0,0,0,0,0,0,0,0,0,718,0,0,94,0,10,0,0,0,0,5475,91,0,0,0,86,0,0,0,804,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,4427,38,0,0,0,0,0,8914,2
"Nsun4",0,12,0,76,620,41,751,0,0,0,16348,2,1,2,0,1852,6382,1,135,248,0,382,79,859,0,3,1243,3,0,1,0,83,1317,0,0,371,62,1,0,2,0,0,0,16,182,0,8386,297,1205,4735,2,0,1,33,5492,791,4,1566,1231,717,75,729,0,166,295,470,10508,0,125,0,69,0,1472,0,0,0,0,1749,422,68,2,2,0,0,100,32,213,5,1226,0,0,0,1033,0,0,70,135,313,1,0,1,7193,406,748,16,8086,425,433,13296,1015,0,0,686,136,0,0,54,0,80,17,3289,589,699,269,0,0,179,26,276,849,1280,970,291,0,0,274,159,68,0,0,0,326,401,0,10,0,78,0,0,0,90,8,4485,0,0,118,0,11334,0,344,2,2139,0,0,0,73,210,0,632,0,0,5718,0,0,0,5,1,0,0,380,345,2,367,130,510,402,267,10,912,32,0,1,1828,5434,17,295,0,15,0,809,0,0,0,2,2,0,0,72,228,5,12076,13,407,0,434,4358,3648,0,891,0,16,0,3683,3333,898,603,204,2,1,1,1522,0,0,0,100,2,1009,1445,718,0,0,800,0,451,0,0,129,301,3674,701,59,443,606,962,0,0,567,846,0,0,0,178,0,0,0,0,21,0,0,0,0,109,0,2,0,0,0,8706,0,0,579,0,1141,0,6114,143
"Tef",0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102,3416,0,0,4,2,0,0,0,0,0,417,0,0,0,0,0,0,38,0,1,0,0,0,4,0,0,14,0,0,213,28,6286,0,0,381,0,262,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,134,0,0,0,0,38,84,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,1,0,0,3707,38,283,2,589,0,0,0,0,0,0,0,0,0,0,3075,0,81,0,82,0,0,0,12,0,0,160,0,0,0,84,1,0,49,0,0,0,0,0,0,0,0,0,29,0,0,0,2794,0,0,0,0,0,0,0,0,1294,0,1,0,0,0,0,3,17,110,0,0,0,0,0,56,0,0,0,0,0,163,0,0,0,0,0,0,2,0,943,0,0,0,242,0,0,0,106,0,0,1867,0,0,0,336,0,0,5,0,0,0,0,0,1,1134,0,0,0,0,0,4984,0,0,0,79,0,0,0,0,0,0,0,0,0,1,0,94,0,0,70,0,0,0,0,81,0,30,856,0,0,0,159,0,36,0,53,1,246,317,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,68
"Pigm",0,33,1867,202,20,388,533,2,331,13,284,862,24,0,32,167,152,27,48,159,21,488,58,8236,81,573,542,1083,292,749,123,211,4,428,295,167,138,159,697,54,29,119,1,1449,363,54,297,2153,1021,262,115,360,286,835,14814,2,0,44,409,372,1680,337,0,19,526,325,427,0,439,561,256,0,51,83,0,11,26,71,1,1,4,2,37,8,218,171,464,1,48,361,99,7,250,165,673,0,580,263,43,77,34,272,107,23,2,6423,27,188,426,566,549,136,21,128,0,51,245,634,63,17,8390,85,1,130,565,3,568,432,10,192,69,231,34,0,410,783,191,112,2,7,71,689,298,7,57,46,686,781,111,713,229,455,950,63,18,145,0,824,8,43,5,13059,42,20,391,20,291,912,37,6,92,4,146,158,472,1,813,0,224,593,3,1401,354,435,20,114,9,475,18,16,15,983,3,596,797,680,328,2,0,2,404,209,531,163,85,67,389,0,561,176,315,613,0,637,18,184,10954,728,41,0,0,118,5939,92,58,407,981,34,1,233,251,254,173,0,287,25,292,686,32,0,6152,1079,689,159,395,360,297,338,2756,814,3,381,39,1469,618,594,826,82,11,267,105,1491,12,699,11,2822,0,113,431,130,1150,206,0,1,519,9,142,452,0,68,479,25,197,639,11508,67
"Ccdc88a",0,13,0,15,0,0,1358,0,0,0,1621,1,0,2,0,0,2705,1,478,86,0,0,0,9221,0,0,34,593,0,0,0,43,997,53,0,0,9,6,1693,5,0,0,1,0,4,0,895,18,854,823,0,0,205,756,5263,581,0,1019,518,15,1367,8,0,38,71,93,2250,0,0,0,0,3746,0,0,0,445,1,2152,0,0,0,0,0,0,0,6,0,131,0,0,0,0,516,0,0,0,0,0,0,67,23,989,0,0,0,5212,317,1,1536,1461,0,0,0,0,0,0,310,0,7,0,6702,0,587,162,2,7,1,0,276,0,123,1162,0,0,0,791,0,1,0,0,1353,12,0,0,0,0,0,0,0,0,57,0,8488,195,368,0,0,1407,5,0,1,6050,3,1,0,0,0,0,144,0,13,0,43,64,0,0,124,1,1,0,0,839,379,67,0,487,0,0,0,2,37,1,985,1407,0,851,0,0,2,770,555,0,0,0,745,12,32,97,0,12,1143,0,11,0,208,429,5182,485,0,0,0,0,6836,299,0,0,216,0,69,0,84,0,1,0,3,56,0,0,596,0,0,5,0,0,235,13,0,0,10232,248,0,0,184,340,0,1,187,968,0,0,0,1,0,0,2,2,0,62,12,4,0,0,565,72,12,343,0,1323,0,111,6,0,0,0,8536,0
"Cst7",0,0,0,6,0,139,204,0,357,0,0,0,0,0,0,1,0,1,309,285,0,0,0,5090,0,0,805,0,0,0,0,2,0,539,76,426,0,0,0,0,1212,0,0,2,3,0,0,200,0,7,835,0,0,2,4969,0,2,969,0,982,1293,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1,3,121,804,0,194,0,1,632,0,15,344,0,0,0,0,0,1535,0,1,0,0,0,0,0,519,0,0,0,0,860,272,611,0,727,253,349,0,69,0,0,0,0,77,8,2305,176,108,370,0,0,0,5,21,51,631,1296,0,0,5,30,0,190,105,360,278,154,4,0,912,59,347,0,110,606,0,0,10956,525,831,175,0,0,0,0,0,8858,34,0,0,0,143,5,0,329,17,0,2,144,1073,85,104,0,0,330,491,696,1497,0,0,3,184,0,0,3,0,0,568,0,0,0,0,0,0,331,0,0,0,0,0,0,314,2,0,0,0,0,0,0,0,0,3287,2,371,1027,0,0,524,99,0,0,1238,398,0,0,0,0,0,0,0,167,8,339,576,0,0,375,0,510,1,0,45,1,6528,177,494,251,0,2625,0,0,18,507,0,0,0,1,0,0,25,0,0,0,299,224,0,0,1,0,0,0,0,0,3,335,2,0,0,0,4739,0
"Cpsf4l",0,0,0,0,0,0,145,0,0,4,3631,0,0,0,0,0,1280,0,0,0,0,4,1,829,0,0,18,0,4,0,0,0,0,2,0,829,0,0,0,1134,0,0,0,0,0,0,2352,0,0,1038,0,0,0,0,175,0,0,39,0,38,0,0,0,0,0,66,6184,0,0,0,0,0,286,0,0,478,0,179,0,249,0,0,0,0,0,24,0,0,0,0,0,0,64,0,0,29,0,0,0,0,0,1125,0,0,0,43,42,6,3658,142,0,0,0,0,0,29,0,1,0,0,24,0,5,0,0,0,0,0,0,0,0,4,0,0,0,7,168,0,35,0,0,0,0,0,0,2,1,0,0,0,34,221,378,0,0,0,0,4496,0,0,0,697,1,0,0,0,0,0,0,0,0,1,0,0,0,0,117,0,0,0,0,0,3,0,1,0,141,0,0,1,0,85,69,3642,0,0,0,0,1,23,0,0,0,0,0,0,58,1,91,1,4397,0,24,0,0,1400,42,0,0,0,0,0,199,122,0,0,157,164,0,0,0,128,0,0,0,0,0,0,67,0,0,0,0,0,265,0,0,0,23,0,0,0,70,0,0,0,3,4,0,0,352,0,0,0,0,0,0,49,0,0,0,487,0,0,216,0,0,2218,15,0,0,0,0,0,337,52
"Crebbp",3848,472,347,2009,1048,210,8098,152,2052,797,14196,863,3604,2102,904,6479,9401,73,3564,1715,3256,377,495,32990,3008,1942,2128,485,1392,201,1084,604,624,1448,2674,1766,201,2382,2237,710,2406,5,635,1079,1445,504,9332,4823,2446,5787,4267,1096,1743,2802,51513,767,95,8861,242,5107,6129,2071,1203,272,761,1227,15311,2551,12,578,2087,5631,3311,1410,0,1735,1927,5508,3683,1016,461,45,1166,2571,428,375,932,1183,1,414,331,973,5634,762,76,459,388,599,1867,1881,856,5899,1366,1843,1630,28332,2954,4206,14402,4406,279,1703,868,451,1056,411,668,1255,532,1046,48546,2657,4130,561,1491,141,378,3921,1460,1642,3250,3495,737,1109,1360,2455,1427,283,1246,2288,1266,1785,2867,66,1500,207,1787,168,473,562,799,1447,42549,970,1750,349,6,12592,1302,131,2109,43153,9,978,270,385,773,4657,668,2864,312,2,1898,1354,3902,933,4040,3221,398,1452,245,4856,2148,4,4399,2250,3554,12,1846,328,2652,2351,4667,8815,1679,2906,6070,1741,1114,3595,365,1492,1944,1006,1259,1269,1388,3607,1291,1936,18743,2534,2564,2147,552,6429,26776,2548,1647,2039,3,1019,34138,4818,548,810,2476,1713,34,2229,1441,1457,908,2023,1455,1179,2397,1946,4226,2372,6,3951,2027,523,2659,622,353,1845,23767,1855,1261,1564,2747,4142,3694,1928,1412,4839,424,224,1369,558,868,2547,225,1721,609,1009,2272,780,1800,4408,120,856,1086,2098,90,12506,1843,2960,2078,125,3036,1667,45142,721
"Gtf2a1",0,84,365,1199,2194,596,4102,215,1500,4,14889,1420,4493,27,406,295,9998,32,664,956,987,1915,314,19977,528,663,1574,1141,1333,3048,2367,2448,1273,264,344,605,265,393,430,249,420,1518,1340,263,184,1,8711,1441,1237,5623,1236,258,591,331,30026,1304,8,3109,0,1068,1967,1321,5,264,461,2181,12503,288,0,826,54,1065,840,1257,0,3433,443,4461,984,676,974,4,360,571,324,141,304,340,390,900,396,261,3613,2912,115,0,155,807,1624,95,1256,8742,879,1107,3,24592,860,1270,14027,3021,416,955,979,150,298,203,1064,560,137,989,28081,966,1031,431,568,300,390,535,722,411,1208,1854,558,1,1268,455,7,374,1836,114,347,881,688,72,187,37,550,1275,290,0,41,1080,27124,22,3602,374,2,9905,618,2954,3021,28565,22,64,1953,274,882,1538,65,1578,299,2301,1154,240,803,1,422,194,753,876,163,507,2211,1363,1922,490,1064,238,2551,276,3592,1737,3071,8631,2488,1724,442,367,2068,2702,225,41,1989,703,1472,748,1006,885,509,609,9171,144,485,172,436,4369,18909,1409,50,548,3,850,31789,5087,1096,1260,560,552,4,982,1495,375,1218,477,1500,309,1649,1983,2898,765,9,1122,1355,269,817,8,494,1742,18920,1203,911,1267,16,1198,1616,369,28,1774,22,1314,48,777,911,2554,98,2601,416,1047,699,1292,897,689,1220,1472,1323,403,142,12089,857,839,1629,69,1206,859,25890,587
"Egfr",0,0,0,0,0,0,1745,0,0,0,6232,0,0,0,0,0,4208,0,2,0,0,0,4,1043,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,1,0,0,0,3633,1013,304,3175,0,0,0,192,5417,0,1,1157,0,0,1,0,0,0,9,163,8292,0,0,0,0,0,0,0,0,0,0,1249,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2812,0,0,76,0,0,0,0,0,4945,1,0,0,6895,434,0,6329,1059,0,0,0,0,0,0,0,0,0,0,2275,0,497,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,8118,0,0,0,0,3909,0,0,0,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1804,3219,0,0,0,0,0,504,0,0,0,0,0,0,915,0,0,2,6481,0,0,0,0,2687,2124,0,0,0,0,0,2134,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,3,0,147,0,0,0,0,3112,4,0,0,0,128,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5516,0,0,0,0,0,0,2800,0
"Zfp936",2781,79,3,361,180,752,443,5,898,43,520,12,4,2080,186,1260,83,17,1403,11,736,618,423,16374,1076,894,1270,11,749,17,5,930,1099,876,672,1208,307,303,0,218,1907,127,8,59,488,459,315,9707,1629,124,220,13,486,1961,23056,10,237,1153,612,1067,1584,9,3,2506,221,172,745,0,0,2381,977,181,167,331,0,628,665,500,1122,70,410,0,50,84,179,345,1059,837,29,0,110,506,3319,31,56,0,73,258,1423,96,1941,454,182,2,332,5626,103,1152,378,2570,872,2540,228,545,119,855,75,193,191,294,18637,112,635,61,0,123,0,78,656,449,730,2478,22,0,167,1730,365,491,457,1123,2733,155,82,716,1057,102,64,413,567,6,254,310,11292,36,707,644,0,453,0,1,2057,21879,6,2,1,182,3091,857,608,90,604,56,710,676,6,2626,2309,1,356,673,648,8889,1518,25,1821,499,69,812,186,165,1117,1179,70,212,4,336,0,486,0,231,10,146,1105,10,819,155,266,96,780,330,495,375,3009,272,827,290,12304,1562,170,489,4582,634,11761,41,262,1,1119,1156,20,12,171,1,63,453,197,233,2888,1080,733,0,0,777,351,1168,908,198,283,1199,536,568,1052,396,108,1729,53,917,3751,702,238,1020,1574,30,1,518,71,881,196,657,1205,24,24,1293,18,3863,520,166,116,333,123,468,445,63,776,569,16625,403
"Rrm2b",0,7,0,0,0,0,1621,0,0,0,10152,0,0,0,19,15,7351,0,1,8,0,32,9,971,0,0,359,2,79,0,0,0,3,135,7,0,2,0,0,0,13,0,3,0,208,0,5667,2704,20,4341,0,2,53,63,6992,258,3,1431,2,903,762,86,0,1,0,577,9603,0,0,0,0,0,0,334,0,7,0,2407,0,0,0,0,1,42,0,1,0,0,667,0,0,0,2051,0,0,0,0,65,0,0,0,7403,2,116,0,6554,461,173,7288,1541,0,0,0,0,0,0,0,0,0,29,3477,0,531,169,125,0,0,0,0,0,1,166,0,102,12,42,0,5,0,0,0,194,0,0,0,4,0,269,0,0,0,0,3184,0,5,0,166,8041,0,0,0,4728,1,1,0,0,0,0,3,0,29,2580,0,0,0,0,38,0,0,0,0,9,80,0,0,0,16,0,1,17,0,508,1349,5357,11,0,0,0,0,815,0,0,0,0,0,392,0,0,1,7,7493,0,0,0,10,3331,3072,1,0,55,13,0,4128,2916,0,1,178,0,1,0,10,0,0,0,0,43,0,0,1199,6,0,0,0,0,0,0,1,0,5478,132,0,17,0,439,0,0,23,814,0,0,217,0,0,0,1,33,112,0,0,0,0,1,0,0,0,5,0,5360,0,0,0,8,0,0,2134,53
"Icam1",0,0,128,743,1,345,1059,0,177,414,98,0,0,0,0,1,62,70,892,4,0,0,0,19698,214,73,368,8,696,0,0,695,0,0,0,3,36,846,0,2571,1544,2071,0,136,391,793,0,470,461,88,795,0,698,1382,5365,536,4,746,0,2844,539,0,0,458,1,0,0,131,12,0,46,2226,2497,0,0,1247,870,1148,247,0,220,0,26,150,825,896,2,1146,0,0,0,0,1541,0,0,0,4,379,0,0,0,8,808,355,91,1349,504,1146,1,697,15,636,1,373,2260,18,112,0,334,16,9702,372,513,964,0,0,0,1975,180,454,841,890,669,0,1514,169,2,359,383,451,1129,699,391,0,12,0,37,428,113,0,140,0,6757,1062,0,223,2,0,0,0,39,2030,38,0,0,9,513,524,480,2490,230,0,0,369,96,1,2536,0,52,75,0,183,251,1892,110,155,378,600,34,52,107,0,1053,0,0,2,0,453,1,925,0,0,1170,147,189,0,121,0,152,25,0,364,0,0,0,4,980,879,1327,2182,0,602,13054,597,1,0,1262,581,1,157,1,0,201,7,0,0,0,32,572,0,0,1612,412,665,282,2,1148,1,1957,2,948,319,578,872,2,0,0,337,0,750,370,318,0,0,59,0,846,2458,1167,0,1362,1260,198,1,0,0,87,0,0,843,477,0,119,0,16583,3942
"Spire1",0,0,0,267,0,0,2027,0,0,0,4951,0,1497,1,53,0,1407,0,0,0,0,0,13,4942,881,0,70,106,53,0,0,34,0,1108,0,124,0,617,0,0,0,0,0,1,83,0,3505,11,113,2048,0,15,8,1628,10589,279,2,1658,0,392,1685,0,0,0,13,419,6946,0,0,0,0,0,0,1,0,2,0,2239,0,0,0,0,768,771,0,4,0,934,0,0,0,1,1591,750,0,0,0,0,0,0,0,3314,0,0,0,10987,528,3,5207,1691,0,0,0,0,0,65,216,365,0,0,8514,2,736,0,0,0,0,0,46,0,0,2444,0,0,0,60,0,0,1,83,0,0,124,0,39,3,0,0,0,0,0,0,8086,235,1,0,0,6195,0,0,0,6123,0,0,0,0,0,182,1,0,0,2297,0,713,26,0,10,0,0,482,0,149,65,0,0,1,0,0,0,1,434,0,1596,4069,2,622,0,0,0,1240,0,0,111,0,0,479,0,11,579,5,7108,102,0,2,0,2028,11184,1,0,379,0,0,9377,2335,0,21,456,2,1,0,65,0,911,0,73,0,0,0,935,0,0,770,22,0,0,0,0,0,7302,32,0,293,510,1107,104,9,0,1251,0,311,0,0,0,0,0,0,0,98,3,0,0,0,0,0,0,0,0,3531,638,0,0,0,0,0,9474,1
"Tgs1",0,255,1173,558,1140,1007,2125,23,956,658,2,218,508,247,231,1,159,1,351,492,514,2986,89,14327,718,331,2696,629,316,2470,738,155,475,1161,816,0,5,924,0,0,331,1726,1,978,656,0,163,4482,2237,184,821,74,293,1083,14415,222,0,2260,120,1026,706,1134,321,306,406,1055,231,0,0,512,1,0,2324,432,1,1302,302,1781,78,871,155,2,255,1447,133,139,387,1101,24,0,210,56,1410,1074,1879,0,1031,399,2040,170,885,110,511,1919,233,21389,978,525,362,1947,890,0,438,167,255,422,480,372,18,306,14453,186,851,525,362,388,407,233,1144,146,603,2301,520,64,0,1059,395,85,786,119,1157,635,351,1,141,39,156,713,164,565,668,18,19321,1364,485,73,3,163,609,1,294,14372,8,305,1,79,309,398,316,3143,59,0,112,263,704,0,1784,0,210,138,598,1979,1808,512,473,400,390,753,481,113,2316,62,265,154,457,1129,30,300,306,1016,549,489,174,411,226,223,1132,258,1606,212,469,399,844,1149,754,87,12832,532,182,1258,3769,318,15962,781,361,921,602,154,32,447,875,670,228,1540,698,140,3740,1054,851,0,0,1337,701,46,80,104,125,448,10491,2376,53,791,538,3871,673,64,854,1234,6,578,1196,1429,0,206,104,1875,1050,1247,83,0,399,132,135,2,31,301,13,235,562,52,598,20,551,122,20076,8
"Tmem132c",0,0,0,0,0,0,139,0,0,0,26,0,0,0,0,0,1,0,0,0,323,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,219,7,3,10,0,0,0,3605,0,0,576,0,22,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,2,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,26,0,0,0,5160,295,0,20,394,0,0,0,0,0,0,0,0,27,0,820,35,142,2,0,0,0,0,0,0,0,419,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,101,0,0,0,1588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,450,83,0,0,0,0,0,286,0,0,0,0,0,0,9,0,0,0,172,0,0,0,0,2,1385,11,0,1075,0,0,2063,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,65,0,4857,8,0,0,0,1,0,0,0,346,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,93,0
"Hic2",2075,1040,2367,944,584,235,3018,15,246,1652,2231,2366,2303,381,852,4487,1180,89,936,1458,2245,1594,372,35750,695,1903,1522,491,2310,1799,2846,1799,1384,3068,759,774,73,1113,1904,1627,1279,1060,120,545,1597,995,1882,1913,1270,1851,1053,37,3000,4260,36286,533,28,3509,2463,3370,4249,4163,1304,824,502,5180,3327,2491,11,400,42,466,793,3330,0,979,3484,3059,1084,820,2164,584,216,612,163,228,0,318,394,4,1446,2047,2394,0,3433,503,216,848,5840,1566,462,1009,937,2797,14,20939,1212,723,2015,2792,3,1064,1954,331,1873,1210,1161,2912,164,8,42555,429,1880,776,509,473,1120,2228,901,4006,1747,2779,536,2220,982,3520,1080,248,1225,879,248,610,1082,286,452,163,1940,1068,226,424,932,2541,23870,2641,1066,461,1405,2748,2012,235,3089,19590,12,686,5802,178,272,1195,1593,3628,107,5,1009,7,1764,22,2159,3046,735,422,74,5057,2306,139,6696,1419,1508,369,570,217,6558,1180,2262,2337,1917,2197,6967,345,4335,2543,1674,3104,2321,920,284,902,3719,610,1772,2123,4237,2231,454,161,3753,1149,26820,1886,58,1885,1185,14,25816,1542,235,3049,1289,729,80,4222,3271,3763,2198,933,775,916,2344,3179,2885,117,3337,1876,3048,1216,836,1822,262,462,24226,4271,1350,1912,1246,6532,1610,3292,1135,2456,2342,491,740,558,1024,1,166,3,332,1258,790,643,1675,1158,392,1483,1443,696,32,1300,1541,513,1618,187,285,2168,42260,319
"1600015I10Rik",0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3976,0,0,79,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,1891,34,3,0,228,0,0,0,0,0,0,0,0,0,0,1974,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10621,237,0,0,0,0,0,0,0,4702,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,0,0,0,1231,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,297,0,0,0,0,0,0,2334,1,0,0,427,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2689,27
