"","Hi_2338_1","Hi_2338_2","Hi_2338_3","Hi_2338_4","Hi_2338_5","Hi_2338_6","Hi_2338_7","Hi_2338_8","Hi_2338_9","Hi_2338_10","Hi_2338_11","Hi_2338_12","Hi_2338_13","Hi_2338_14","Hi_2338_15","Hi_2338_16","Hi_2338_17","Hi_2338_18","Hi_2338_19","Hi_2338_20","Hi_2338_21","Hi_2338_22","Hi_2339_1","Hi_2339_2","Hi_2339_3","Hi_2339_4","Hi_2339_5","Hi_2339_6","Hi_2339_7","Hi_2339_8","Hi_2339_9","Hi_2339_10","Hi_2339_11","Hi_2339_12","Hi_2339_13","Hi_2339_14","Hi_2339_15","Hi_2339_16","Hi_2339_17","Hi_K562_1","Hi_K562_2","Hi_K562_3","Hi_K562_4","Hi_K562_5","Hi_K562_6","Hi_K562_7","Hi_K562_8","Hi_K562_9","Hi_K562_10","Hi_K562_11","Hi_BJ_1","Hi_BJ_2","Hi_BJ_3","Hi_BJ_4","Hi_BJ_5","Hi_BJ_6","Hi_BJ_7","Hi_BJ_8","Hi_BJ_9","Hi_BJ_10","Hi_BJ_11","Hi_BJ_12","Hi_BJ_13","Hi_BJ_14","Hi_BJ_15","Hi_BJ_16","Hi_BJ_17","Hi_BJ_18","Hi_BJ_19","Hi_BJ_20","Hi_BJ_21","Hi_BJ_22","Hi_BJ_23","Hi_BJ_24","Hi_BJ_25","Hi_BJ_26","Hi_BJ_27","Hi_BJ_28","Hi_BJ_29","Hi_BJ_30","Hi_BJ_31","Hi_BJ_32","Hi_BJ_33","Hi_BJ_34","Hi_BJ_35","Hi_BJ_36","Hi_BJ_37","Hi_K562_12","Hi_K562_13","Hi_K562_14","Hi_K562_15","Hi_K562_16","Hi_K562_17","Hi_K562_18","Hi_K562_19","Hi_K562_20","Hi_K562_21","Hi_K562_22","Hi_K562_23","Hi_K562_24","Hi_K562_25","Hi_K562_26","Hi_K562_27","Hi_K562_28","Hi_K562_29","Hi_K562_30","Hi_K562_31","Hi_K562_32","Hi_K562_33","Hi_K562_34","Hi_K562_35","Hi_K562_36","Hi_K562_37","Hi_K562_38","Hi_K562_39","Hi_K562_40","Hi_K562_41","Hi_K562_42","Hi_HL60_1","Hi_HL60_2","Hi_HL60_3","Hi_HL60_4","Hi_HL60_5","Hi_HL60_6","Hi_HL60_7","Hi_HL60_8","Hi_HL60_9","Hi_HL60_10","Hi_HL60_11","Hi_HL60_12","Hi_HL60_13","Hi_HL60_14","Hi_HL60_15","Hi_HL60_16","Hi_HL60_17","Hi_HL60_18","Hi_HL60_19","Hi_HL60_20","Hi_HL60_21","Hi_HL60_22","Hi_HL60_23","Hi_HL60_24","Hi_HL60_25","Hi_HL60_26","Hi_HL60_27","Hi_HL60_28","Hi_HL60_29","Hi_HL60_30","Hi_HL60_31","Hi_HL60_32","Hi_HL60_33","Hi_HL60_34","Hi_HL60_35","Hi_HL60_36","Hi_HL60_37","Hi_HL60_38","Hi_HL60_39","Hi_HL60_40","Hi_HL60_41","Hi_HL60_42","Hi_HL60_43","Hi_HL60_44","Hi_HL60_45","Hi_HL60_46","Hi_HL60_47","Hi_HL60_48","Hi_HL60_49","Hi_HL60_50","Hi_HL60_51","Hi_HL60_52","Hi_HL60_53","Hi_HL60_54","Hi_iPS_1","Hi_iPS_2","Hi_iPS_3","Hi_iPS_4","Hi_iPS_5","Hi_iPS_6","Hi_iPS_7","Hi_iPS_8","Hi_iPS_9","Hi_iPS_10","Hi_iPS_11","Hi_iPS_12","Hi_iPS_13","Hi_iPS_14","Hi_iPS_15","Hi_iPS_16","Hi_iPS_17","Hi_iPS_18","Hi_iPS_19","Hi_iPS_20","Hi_iPS_21","Hi_iPS_22","Hi_iPS_23","Hi_iPS_24","Hi_Kera_1","Hi_Kera_2","Hi_Kera_3","Hi_Kera_4","Hi_Kera_5","Hi_Kera_6","Hi_Kera_7","Hi_Kera_8","Hi_Kera_9","Hi_Kera_10","Hi_Kera_11","Hi_Kera_12","Hi_Kera_13","Hi_Kera_14","Hi_Kera_15","Hi_Kera_16","Hi_Kera_17","Hi_Kera_18","Hi_Kera_19","Hi_Kera_20","Hi_Kera_21","Hi_Kera_22","Hi_Kera_23","Hi_Kera_24","Hi_Kera_25","Hi_Kera_26","Hi_Kera_27","Hi_Kera_28","Hi_Kera_29","Hi_Kera_30","Hi_Kera_31","Hi_Kera_32","Hi_Kera_33","Hi_Kera_34","Hi_Kera_35","Hi_Kera_36","Hi_Kera_37","Hi_Kera_38","Hi_Kera_39","Hi_Kera_40","Hi_GW21.2_1","Hi_GW21.2_2","Hi_GW21.2_3","Hi_GW21.2_4","Hi_GW21.2_5","Hi_GW21.2_6","Hi_GW21.2_7","Hi_GW21.2_8","Hi_GW21.2_9","Hi_GW21.2_10","Hi_GW21.2_11","Hi_GW21.2_12","Hi_GW21.2_13","Hi_GW21.2_14","Hi_GW21.2_15","Hi_GW21.2_16","Hi_GW21_1","Hi_GW21_2","Hi_GW21_3","Hi_GW21_4","Hi_GW21_5","Hi_GW21_6","Hi_GW21_7","Hi_GW21_8","Hi_NPC_1","Hi_NPC_2","Hi_NPC_3","Hi_NPC_4","Hi_NPC_5","Hi_NPC_6","Hi_NPC_7","Hi_NPC_8","Hi_NPC_9","Hi_NPC_10","Hi_NPC_11","Hi_NPC_12","Hi_NPC_13","Hi_NPC_14","Hi_NPC_15","Hi_GW16_1","Hi_GW16_2","Hi_GW16_3","Hi_GW16_4","Hi_GW16_5","Hi_GW16_6","Hi_GW16_7","Hi_GW16_8","Hi_GW16_9","Hi_GW16_10","Hi_GW16_11","Hi_GW16_12","Hi_GW16_13","Hi_GW16_14","Hi_GW16_15","Hi_GW16_16","Hi_GW16_17","Hi_GW16_18","Hi_GW16_19","Hi_GW16_20","Hi_GW16_21","Hi_GW16_22","Hi_GW16_23","Hi_GW16_24","Hi_GW16_25","Hi_GW16_26"
"SERINC1",106.19,125.54,13.91,78.46,1.97,72.1,117.43,83.72,416.87,9.5,25,9.88,3.78,43.42,235.47,138.06,47.56,58.42,156.7,84.99,163.52,7.44,0,0.2,0,0.12,3.36,1.9,0.38,0,2.44,49.9,0.1,1.16,343.93,0.21,33.29,1.23,0.22,48.33,39.67,13.67,16.47,99.95,5.76,112.95,11.74,4.15,58.52,17.47,156.21,413,189.66,162.85,656.35,198.66,258.92,147.83,41.67,394.61,144.72,168.86,323.81,274.36,61.05,130.33,147.59,218.27,165.52,207.05,184.8,140.16,35.68,378.61,239.64,85.15,358.88,197.62,354.16,243.32,121.46,503.83,337.39,69.07,487.13,276.71,107.19,27.11,1.64,5.87,37.39,11.59,65.31,14.03,13.76,151.7,94.54,61.91,0.88,54.88,20.38,14.21,19.95,35.16,47.31,39.4,77,11.3,22.51,69.9,55.71,19.89,103.94,61.1,1.18,33.76,11.73,6.26,0,0,5.8,0,0,1.25,34.68,0.44,66.38,0,0,22.21,3.08,0,0,18.42,184.27,0.67,7.34,0,1.31,0,0.85,78.76,1.22,19.6,0,0,3.18,1.02,0,0,0,0,0.82,0,124.06,0,0.94,4.9,6.07,0,3.7,0,55.05,16.06,0.29,29.76,0.5,87.9,125.34,0,64.55,0,31.15,55.13,0.23,36.16,6.37,82.95,45.29,0,0,15.75,1.65,5.73,3.53,41.69,12.43,70.04,9.76,22.13,34.14,6.78,13.13,20.98,64.13,132.17,94.3,18.81,333.73,1.88,20.06,36.75,15.92,101.65,58.87,72.73,196.75,44.77,2.35,98.13,9.77,0.26,179.93,147.67,84.42,76.31,26.55,11.02,48.2,41.22,134.84,35.94,13.72,140.86,640.78,16.52,0,117.87,5.8,0.31,38.3,108.18,274.25,213.43,22.34,13.56,687.71,127.97,283.46,734.9,9.72,2654.49,216.52,30.05,104.78,1734.34,152.24,312.23,526.09,1152.44,222.43,313.24,115.51,0.58,0,13.14,0.39,1132.92,0.53,515.07,0,0.62,0.16,0.4,50.63,287.52,23.57,0,330.64,0.55,78.49,292.34,0,39.46,135.69,55.03,1.32,36.9,317.25,1508.63,63.8,517.25,0.53,7700.73,0,0,1529.41,66.16,20.93,0.31,21.1,6.98,10.84,4007.25,780.68,0.74,0.44,0,0.68,0.41,549.3
"ATAT1",0,0,0,0,0,0,11.18,7.23,21.41,0,0,0,0,0,0,1.69,1.25,0,0,0.51,0,0,0,0.15,0,0,0,0,0,62.18,0,0,13.42,19.85,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,12.79,0,5.89,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,15.22,0,0,0,0,0,0,0,0,0,22.94,0,0,0,55.94,0,1.69,0,0,0.41,0.51,2.19,0.7,11.39,2.4,6.45,0,0,7.26,0,40.31,0,0,0.93,5.63,0,0,0,0,0,1.5,0,0,0,0,17.18,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,106.5,0,15.79,0,0,0,0,0,0,0,0.44,0,0,0,3.48,0,0,0,0,0.69,0,0,29.15,13.72,20.89,0,0,11.58,1.24,14.76,0.73,0,0,12.98,4.13,0,0,0,2.52,1.3,0,0,0,0,0,0,0,40.4,5.99,1.35,0,0,0.85,0.54,0,0,4.91,0,14.52,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,61.47,0,0,0,0,8.14,0,0,728.26,188.54,459.52,15.83,19.36,1191.71,392.81,787.87,1472.65,208.84,573.69,311.41,521.45,465.74,0,526.37,0,39.6,0.51,0,0,0,1072.37,0,0.31,17.17,3.52,30.2,0,7.9,63.54,0.27,2.96,47.64,0.97,84.99,25.16,0,5.44,0,526.16,0,0,2.32,0,70.29,0,64.53,0,0,174.5,0,0,0.58,0,23.66,40.26,28.31,0,0,34.5,2074.35,41.42,0,240.19
"BAI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,10.64,0.91,3.15,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,15.56,1.05,8.33,33.18,1.46,0,3.18,18.8,0.14,0,0.14,1.43,0,0.16,0,0,0.15,0.65,0,0,0,8.85,1.15,1.99,0.13,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,0,8.82,2.51,0,573.04,2.25,0.19,0,508.46,0,96.93,0,20.61,57.89,20.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,490.22,0,0,0,0,0,0,115.49,0
"SHISA2",0.13,0.18,0,0,0.27,0,0.25,0.7,0.18,0,0.31,0,45.13,0.45,0,0.53,1.09,0.61,0,0,0,0.52,0.24,0,0.52,0,0,0,0.13,2.47,0.76,0.24,0,0.63,0.27,0.21,0,0.3,0,0,0.2,0.41,0.34,0.48,0,0.19,0.36,0.52,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.36,0,44.17,0,0,0,0.47,0,0,0,0,0,0.69,0,0,0,0,0,0.6,0.46,0,0.41,0.43,0,0.31,0.88,0.49,0,0.28,0.96,0.53,0.71,0.28,0.98,0,0.31,0.88,0.44,0.46,0,0.23,0.26,0,0.68,0,0.5,0,0,0,0,0,0,0,0,0,0,4.13,1.27,0,0,0,0,0,0.73,0,1.16,0,5.55,0.93,1.1,0,1.42,0.89,0.56,0,1.31,0,0,0,0,1.78,1.09,0,0,2.04,0,0,0.48,2.44,0,1.03,0.35,0,0,0,0,0,0,0,0,304.45,500.54,51.43,356.5,601.18,974.41,582.69,1468.06,825.68,158.3,1074.96,188.87,518.98,394.57,751.34,87.27,567.48,754.81,806.58,199.02,1088,671.74,174.06,1093.62,0,0,0,93.55,0,0,0,49.72,0.26,0,0,0,33.9,0,38.6,0,0,0,0,0,0.24,0,0.16,0,0,0,0,0.29,0,718.99,0,0.37,0,0.34,0,0,109.8,132.53,37.48,0.22,0,0.3,0,184.65,0.32,1.55,1.5,539.12,0,0.58,0,0,2.63,0,425.57,577.88,0.07,0.63,0,0.1,0.14,0,0.95,0.3,1678.18,1925.84,2157.78,1959.38,366.21,335.96,721.17,255.04,2736.75,78.64,2260.44,983.17,1436.91,625.45,1079.06,0.38,2.39,361.47,673.16,0.66,2.17,1.15,278.13,0.19,1.8,0,0.36,20.33,163.49,1380.39,0,688.08,0,283.65,258.04,1.61,1106.64,0,262.08,1411.09,0.98
"PRMT2",68.56,0.98,126.06,29.36,9.06,6.52,2.87,126.33,0,126.64,2.95,20.82,6.73,378.37,0,97.58,7.46,6.7,0.88,0,0,0,3.09,235.59,0.25,15.48,0,21.28,0,0,0,4.85,2.2,0.22,16.36,0,0,0.38,1.91,30.89,94.25,39.6,172.49,85.73,8.63,68.37,52.37,2.03,53.15,243.8,17.47,72.03,10.39,17.22,214.98,8.89,51.79,1.82,14.88,16.61,15.19,79.28,18.61,214.04,33.45,13.98,98.34,17.47,34.39,27.62,79,25.38,43.73,0,190.61,5.98,53.96,19.59,107.31,29.09,0,104.97,300.59,0,25.67,76.93,11.5,74.53,164.25,107.57,29.09,95.97,131.43,240.26,26.4,142.96,56.04,35.01,101.31,142.2,214.03,26.17,75.65,121.39,101.18,80.92,98.11,196.67,44.59,20.69,45.57,92.86,51.53,82.29,0.46,94.34,34.39,127.4,0,0,0,8.11,11.3,0,0,3.67,0,0,63.69,1.74,0,0,0,0.97,0,0.83,12.48,0,0,1.19,52.01,207.36,2.26,8.76,111.54,144.05,0,0,0.77,4.93,703.1,0,4.9,0,87.83,0,0,3.65,40.63,0,10.32,0,0,0,0,35.91,1.37,92.65,0,0,0,121.23,18.13,132.5,0.99,2.95,0.94,0.18,137.38,33.61,40.09,43.16,9.76,4.54,1.94,0.09,88,58.09,8.01,10.43,38.21,40.93,3.9,55.01,3.45,36.6,1.89,6.2,1.41,23.7,77.66,12.85,39.86,32.67,3.97,170.56,82.13,60.79,129.8,5.08,37.23,64.8,0,301.88,4.39,40.32,1.09,112.01,165.2,47.45,6.41,305.44,113.73,10.23,67.35,64.09,71.38,2.13,99.56,267.88,297.78,77.2,21.07,38.34,85.77,2.11,3.59,150.89,829.96,132.19,1717.14,671.64,142.08,0,2250.75,350.28,0,831.31,219.14,93.31,61.57,2.62,0,2.72,100.4,3.11,0.18,497.89,1129.5,4.3,7.98,238.94,61.05,118.47,14.37,1.97,165.86,11.61,238.83,5.24,173.57,20.53,11.2,14.22,1.04,2114.95,295.39,15.53,84.03,962.09,6.68,3.45,8353.2,0,2058.4,1788.54,595.08,1.08,1.04,2369.32,6.75,290.59,0.24,1586.29,1379.58,0,135.9,0,0,0.26,0.67
"PENK",0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49,0,0,0,24.55,75.33,0,79.05,0,14.23,0,0,3.3,43.75,0,0,16.29,37.33,0,68.58,144.29,13.82,30.26,36.34,90.63,0,37.06,0,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.38,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,1008.49,0,0,0,1123.95,627.85,106.64,0,0,0,0,0,3.21,1243.85,7238.87,3.7,0.36,0,747.9,0,0,0,0,0,0,0,280.04,0,0,0,0,0,0,0,0,0,0,0,127.21,0,45.45,1.47,0,0,1.14,0,1690.86,94.78,1415.72,0,0,0,0,0,7.3,0,0,0,0,0,0
"FAM110B",12.93,0,0,0,0,0,0,0,0,0,0,0.14,0.13,4.75,0.39,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,10.66,22.19,2.34,0,47.49,15.77,0.35,5.18,0,3.74,38.98,0,231.06,42.8,36.72,0,4.82,4.03,0.41,9.07,49.48,0.92,7.22,17.15,18.22,7.01,0,0,0,0,6.34,0,15.16,24.95,3.03,14.44,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.15,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,10.11,0,0,0,0,0,0,0.08,4.83,1.28,0.28,0,0,0.17,0,0,6.17,0,0,2.11,0,14.44,0,0,26.08,6.12,0,0,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68,0,0,0,0,0,14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.97,9.03,257.76,660.01,550.83,1023.21,3454.34,871.73,640.29,1503.68,629.33,121.44,446.12,266.62,185.84,259.22,5.99,0,274.81,0,92.69,1074.32,238.94,97.14,0,0,14.03,0,0,45.45,6.18,0,2.13,0,250.93,32.49,1.76,0,0,0,424.17,0,19.39,71.54,98.59,0,172.28,191.35,376.01,0,0,0,0,0.44,90.08,6.88,0.74,95.04,1.67,413.24,302.92,227.04,830.89,10.58,1845.59
"CALM1",287.29,206.48,141.95,337.38,262.12,152.25,73.4,94.25,389.58,33.56,185.66,400.88,92.62,192.14,87.82,114.3,212.22,200.51,196.68,386.61,122,65.41,177.72,47.59,369.93,96.55,87.79,224.21,9.98,49.09,37.38,81.8,123.72,109.85,95.14,149.83,72.44,198.31,174.73,7.58,27.7,17.11,35.44,10.62,5.79,14.33,8.81,71.23,77.06,21.16,244.15,215.32,68.42,157.07,252.09,45.62,221.36,222.49,140.43,115.59,69.18,75.92,72.7,216.78,130.69,144.03,82.8,105.18,191.3,279.81,239.86,119.89,134.88,115.32,110.47,81.06,165.62,110.06,180.88,104.61,227.27,388.9,243.11,182.84,171.16,86.86,64.14,6.55,3.58,23.82,5.72,21.32,1.91,64.3,57.97,16.35,21.32,72.24,31.09,42.22,12.12,32.49,3.82,9.18,7.58,58.72,7.75,9.73,16.89,19.96,13.09,24.17,19.56,26.35,35.37,25.43,11.3,24.79,438.08,87.48,157.02,14.33,63.79,31.08,1.68,33.03,78.57,113.54,4.85,13.63,50.79,18.03,19.11,93.25,68.35,134.1,42.72,0,98.76,272.5,12.44,72.73,0.89,28.06,1.78,7.1,145.76,480.07,11.27,6.04,42.37,60.32,19.1,22.72,246.57,58.02,43.83,80.14,10.31,4.45,13.47,39.24,0,156.8,66.95,104.86,65.74,103.79,126.21,12.91,277.27,51.46,187.83,153.21,226.76,158.88,228.44,139.02,188.29,97.13,62.76,117.9,120.8,106.48,85.05,137.5,90.89,78.11,114.84,214.09,185.56,138.75,172.72,111.45,271.65,189.06,359.63,295.62,103.77,227.11,268.05,128.95,320.87,164.68,57.88,104.62,211.01,271.71,267.54,281.52,51.35,91.54,92.35,308.02,169.44,105.96,67.99,126.12,83.9,144.03,107.06,174.77,183.84,171.83,43.68,71.24,261.29,235.8,228.23,131.73,100.98,325.72,148.16,166.99,167.39,43.64,2120.7,177.51,1517.74,503.13,2065.74,1626.02,2457.46,2345.82,1210.71,3495.33,757.05,1390.32,2977.65,3002.01,1565.31,7062.43,204.62,1722.34,488.64,192.84,97.11,770.15,643.21,334.73,41.51,200.9,145.78,129.26,97.96,75.63,134.36,142.34,128.25,36.7,72.22,43.6,282.98,82.77,4.76,916.04,505.93,674.36,698.66,385.82,1608.95,103.4,835.9,948.4,2412.15,108.77,127.66,245.49,8.43,0.68,917.25,2.65,341.47,459.18,248.52,2596.99,474.56,997.64,166.44,586.35,0.33
"NMT2",2.07,20.5,25.65,2.15,0.98,0.81,16.37,1.85,1.55,0.98,1.21,1.25,1.8,2.37,1.13,55.55,7.81,1.5,3.25,25.51,0.2,1.71,1.81,0.53,0.55,0.61,0.74,0.92,0.39,1.4,12.6,1.37,0.7,1.41,1.1,1.16,4.14,9.05,1.8,12.28,69.98,6.01,12.17,16.43,1.79,3.97,2.54,4.15,1.6,12.76,26.46,4.13,5.75,12.25,6.34,9.25,5.59,3.96,5.38,0,3.26,0,1.65,0.73,27.08,3.14,1.5,7.35,2.34,5.7,3.95,0.75,25.9,4.24,3.4,10.59,0,18.38,28.79,2.22,8.39,7.88,1.4,0,20.55,36.92,1.7,2.75,11.92,40.08,15.58,4.8,16,8.27,8.33,1.51,2.22,5.96,11.76,3.63,2.94,4.53,5.86,51.11,2.54,2.98,6.25,1.77,3.54,15.79,21.69,4.56,3.48,3.31,4.22,4.39,4.68,13.33,0,7.55,3.43,4.05,1.36,0.78,9.78,1.52,3.75,0.79,10.67,7.21,4.53,2.07,6.33,0,4.98,2.95,5.39,0,7.45,15.69,4.22,3.96,4.87,3.63,6.07,0.95,1.7,6.29,4.51,0.68,5.79,6.39,5.56,6.33,4.78,4.31,16.35,2.71,2.76,2.11,2.29,11.14,4.79,0,0,0.54,0.44,0.23,0,0.25,0,0.21,0.29,61.08,0.41,8.93,0.09,1.46,0.15,0.38,100.58,35.93,1.02,0.14,0,0.82,0.22,0.45,0.45,38.1,0.44,1.02,0.41,0.21,9.05,0.6,17.55,1.62,0,0.94,2.01,31.98,0.98,0.81,0.49,22.13,1.02,98.64,0.72,27.58,3.19,5.15,2.38,7.07,1.54,0.78,0.14,36.32,6.16,19.56,1.97,0.42,0.19,0.96,62.89,74.68,1.11,0,1.8,0.76,1.25,0,0.9,1.35,0.96,0,151.47,2.91,4.69,4.5,9.08,2.72,3.92,40.46,1.21,1.31,9.67,8.68,1.48,1.86,21.7,6.56,1.38,5.32,0.63,0.61,4.22,3.14,5.57,0.83,1.77,3.7,0.48,0.89,1.19,0.69,1.34,0.77,0.76,0.68,24.27,1.25,0.33,1.82,5.78,20.91,1430.55,0.21,5.09,2.63,4.61,7.32,0,10.92,4.83,0.25,0.82,0.51,22.93,1.72,2.47,3.53,1.78,5.28,2.75,1582.36,1.05,1.7,2.09,3.23,1974.18
"UCA1",977.76,557.71,0.23,1489.92,124.92,154.48,1331.3,142.58,274.47,58.78,495.8,4493.48,11.09,450.16,618.36,0,1116.48,735.23,1956.55,2105.55,821.1,0.43,0,0,0.46,0,0,0,0,0,0,0,3.25,0,0,2.01,0,0,0,134.44,202.95,270.49,713.93,136.73,366.49,415.4,132.14,233.2,328.96,455.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.21,745.56,404.65,216.27,150.37,1184.46,95.69,576.47,250.65,656.37,50.92,137.92,281.31,199.04,284.46,96.54,130.44,308.43,186.26,320.25,287.55,177.92,129.2,272.85,389.07,459.18,148.98,380.19,126.97,158.25,309.42,0,0,0,0,0,0,0,0,0,0,0,12.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.47,0.21,0,0.34,0.5,0.16,0,1.81,0,0.54,0.36,0,0,0,0.31,0.16,0,0.46,0.48,0.2,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,14.31,0,0,0.28,0.43,0,0,0,0,0,0,0,25.78,0.92,0.24,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGS1",0.87,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0.43,0,0,0,0,1.9,0,0,6002.9,1779.24,48.87,19.53,0,0,0,0.89,151.03,0,1234.35,764.99,256.7,704.79,0,0,542.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0
"TMEM161B-AS1",37.4,0,39.05,0,0,0,0,1.13,0,0,0,0,58.51,0,0,0,26.88,0,0,0,0,1.92,0,0,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,2.39,10.5,10.52,26.67,4.96,1.09,47.34,5.47,4.68,2.08,0,5.42,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,3.55,0,3.62,0,0,0,1.94,15.09,4.22,0,0,4.29,1.57,2.58,1.46,11.21,5.74,30.9,25.16,4.41,14.72,0,0,0,0,0,0,17.53,0,12.26,0,82.89,83.57,3.36,18.82,4.7,0,0,0,0,0,0,12.16,4.76,0,0,0,0,6.23,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,73.59,44.89,21.77,75.17,14.75,0.72,89.63,0.75,2.13,44.39,53.58,0,11.51,25.36,0,74.73,0,41.37,0,58.09,165.5,1.07,30.84,0,0,0,84.3,0,0,0,0,0,0,0,0,0,0,0,0,10.59,0,0,0,0,0,0,0,104.5,0,0,0,0,0,0,0,0,3.6,0,0,0,0,77.07,0,0,2.99,369.86,2101.62,55.56,456.15,5.79,17.04,983.13,3.85,1203.33,222.11,335.23,1104.59,501.1,370.36,979.83,0,1509.41,198.3,47.46,0.79,0,3.07,0,0,0,177.45,2.44,343.66,147.78,0,0,1.08,0,0,36.49,0.95,0,0,829.29,0,0,2.01,0,0,19.37,6.3,0,9790.48,0,0,0,3.06,0,2.28,1653.18,794.82,579.94,130.26,0,0,0,1182.06,1296.99,987.85
